iter	Logloss
430	0.4675220369
431	0.4674348172
432	0.4673627769
433	0.4672871577
434	0.4672481678
435	0.4671708104
436	0.4671227047
437	0.4670527374
438	0.4669883759
439	0.46691091
440	0.4668312242
441	0.4667812843
442	0.4667108615
443	0.4666507616
444	0.4665997062
445	0.4665132085
446	0.4664554904
447	0.4663905182
448	0.466339357
449	0.4662617925
450	0.4661747949
451	0.4660943256
452	0.4660265101
453	0.4659582727
454	0.4658984383
455	0.4658242908
456	0.4657600877
457	0.4657029059
458	0.4656033391
459	0.4655589947
460	0.4654547824
461	0.46539128
462	0.4653482353
463	0.4652803208
464	0.4652208211
465	0.4651521372
466	0.46509069
467	0.4650292454
468	0.4649235161
469	0.4648692083
470	0.4648072202
471	0.4647480621
472	0.4646549192
473	0.4645755965
474	0.4644838565
475	0.4644083295
476	0.4643096468
477	0.4642563994
478	0.4641929155
479	0.4641175123
480	0.4640255098
481	0.4639296816
482	0.4638486001
483	0.4637735822
484	0.4637065632
485	0.4636432512
486	0.4635642967
487	0.4634999677
488	0.4634437832
489	0.4633921541
490	0.4633186729
491	0.4632689531
492	0.4632128738
493	0.4631606516
494	0.4630788586
495	0.4630156155
496	0.4629616114
497	0.4629031638
498	0.4628713649
499	0.4627924365
500	0.4626907421
501	0.4626567733
502	0.4625911779
503	0.4625190968
504	0.4624430632
505	0.4624024576
506	0.4623452417
507	0.4622987444
508	0.4622461637
509	0.4621564547
510	0.4620827128
511	0.4619957614
512	0.4619089549
513	0.4618565726
514	0.4617876076
515	0.4617214878
516	0.4616646747
517	0.4616097801
518	0.461539488
519	0.461468836
520	0.461415754
521	0.4613492839
522	0.4612984846
523	0.4612146823
524	0.461154557
525	0.4610805358
526	0.4610386558
527	0.4609610919
528	0.4609123807
529	0.4608273781
530	0.4607590003
531	0.460688458
532	0.4606384427
533	0.4606099383
534	0.4605463433
535	0.4604676661
536	0.4603880192
537	0.4603248775
538	0.4602816826
539	0.4602036651
540	0.4601428075
541	0.4600892661
542	0.4600231074
543	0.4599696258
544	0.4598996671
545	0.4598417498
546	0.4598063547
547	0.4597479688
548	0.4596968795
549	0.4596517086
550	0.4595965225
551	0.4595281615
552	0.4594638639
553	0.4593906861
554	0.4593375106
555	0.4592592497
556	0.459209156
557	0.459153543
558	0.459074291
559	0.4590167092
560	0.4589709282
561	0.4588942205
562	0.4588329997
563	0.4587756798
564	0.4587477276
565	0.4586911024
566	0.4586110264
567	0.458551491
568	0.4584679057
569	0.4584161953
570	0.4583422524
571	0.4583161526
572	0.4582612655
573	0.4582186812
574	0.4581348172
575	0.4580705803
576	0.458025234
577	0.4579595822
578	0.4578943607
579	0.4578202678
580	0.4577669897
581	0.4577214768
582	0.4576648618
583	0.4575972149
584	0.4575307233
585	0.4574807237
586	0.4574372892
587	0.4573567639
588	0.4573174166
589	0.4572881428
590	0.4572245612
591	0.4571983043
592	0.4571390501
593	0.4570821446
594	0.4570010768
595	0.4569384452
596	0.4568928569
597	0.4568142334
598	0.4567443002
599	0.4566982933
600	0.4566562836
601	0.4565947275
602	0.4565538092
603	0.4564963062
604	0.4564308947
605	0.4563573478
606	0.4563114561
607	0.4562632874
608	0.4561907089
609	0.456136216
610	0.4560920509
611	0.4560494857
612	0.4559846612
613	0.4559166009
614	0.4558664647
615	0.4557975325
616	0.4557303596
617	0.4556962123
618	0.4556422762
619	0.4555932908
620	0.4555258742
621	0.4554551096
622	0.4553842997
623	0.4553347045
624	0.4552929997
625	0.4552163378
626	0.4551846437
627	0.4551281312
628	0.4550971696
629	0.4550359407
630	0.4549697423
631	0.454889107
632	0.4548332763
633	0.4547589534
634	0.4547058352
635	0.454662461
636	0.4546244445
637	0.4545630802
638	0.4545051183
639	0.454468175
640	0.4543972822
641	0.4543350695
642	0.454283838
643	0.454229955
644	0.4541918173
645	0.4541469133
646	0.4540956865
647	0.4540394533
648	0.453971419
649	0.4538987425
650	0.453840104
651	0.4538011188
652	0.45375175
653	0.4537080462
654	0.4536488268
655	0.4535866724
656	0.4535318253
657	0.4534820824
658	0.453425641
659	0.4533731513
660	0.453304287
661	0.4532377274
662	0.453196438
663	0.4531353267
664	0.4530895168
665	0.4530276859
666	0.4529560737
667	0.4529026652
668	0.4528512554
669	0.4527930614
670	0.4527396668
671	0.4526731181
672	0.452620182
673	0.4525807362
674	0.4525359101
675	0.452480565
676	0.4524163515
677	0.4523926271
678	0.4523545559
679	0.4522852775
680	0.452249497
681	0.4521884848
682	0.4521212377
683	0.4520694354
684	0.4520113813
685	0.4519869023
686	0.4519436018
687	0.4518841031
688	0.4518406754
689	0.4517796905
690	0.4517161137
691	0.4516713295
692	0.4516525254
693	0.4515927939
694	0.4515252972
695	0.4514554552
696	0.4513960278
697	0.4513362962
698	0.4512870637
699	0.4512426918
700	0.4511720174
701	0.451140708
702	0.4510891147
703	0.4510344253
704	0.4509859888
705	0.4509223931
706	0.4508607677
707	0.4507980734
708	0.4507472848
709	0.4507152258
710	0.4506539697
711	0.4505984991
712	0.4505525092
713	0.4505058631
714	0.4504646196
715	0.4504119607
716	0.450340625
717	0.4502856432
718	0.4502211305
719	0.4501717796
720	0.450131138
721	0.4500733644
722	0.4500403263
723	0.4500046299
724	0.4499541069
725	0.4499081831
726	0.4498855868
727	0.4498302941
728	0.4497803167
729	0.4497379374
730	0.4496795802
731	0.4496443036
732	0.4496024863
733	0.4495513766
734	0.4494845259
735	0.4494437722
736	0.4493756665
737	0.4493418368
738	0.4492977081
739	0.4492472354
740	0.4491848864
741	0.4491323952
742	0.4490680812
743	0.4490352715
744	0.4489876336
745	0.4489073883
746	0.4488793995
747	0.4488378698
748	0.4487959859
749	0.4487623443
750	0.4486917803
751	0.4486114831
752	0.4485629609
753	0.4485072028
754	0.4484691994
755	0.4484210026
756	0.4483869886
757	0.4483195699
758	0.4482785796
759	0.4482183485
760	0.4481581995
761	0.4481093452
762	0.448061614
763	0.4479952898
764	0.4479160358
765	0.4478643764
766	0.4478226401
767	0.4477595838
768	0.4476940678
769	0.4476431022
770	0.4475945004
771	0.4475020134
772	0.4474445154
773	0.4473878352
774	0.4473370698
775	0.4472847814
776	0.4472352153
777	0.4471736777
778	0.4471128652
779	0.4470553827
780	0.4470044105
781	0.4469740111
782	0.4469486107
783	0.446919182
784	0.4468592883
785	0.44681116
786	0.4467640845
787	0.4467287349
788	0.4466711612
789	0.4465989058
790	0.4465820293
791	0.4465083867
792	0.4464688146
793	0.4464127829
794	0.4463854645
795	0.4463353836
796	0.4462963812
797	0.446255256
798	0.4462066014
799	0.4461458648
800	0.4461232813
801	0.4460679335
802	0.446005861
803	0.4459576004
804	0.4459112236
805	0.4458584384
806	0.4458256568
807	0.4457719502
808	0.4457179285
809	0.4456603951
810	0.4456067854
811	0.4455726611
812	0.445498964
813	0.4454662817
814	0.4454059107
815	0.4453446559
816	0.4452873848
817	0.4452441423
818	0.4451861145
819	0.4451342349
820	0.4450987194
821	0.4450370804
822	0.4450060303
823	0.4449573511
824	0.4449145395
825	0.4448466867
826	0.4448020355
827	0.4447447151
828	0.4446795226
829	0.4446219375
830	0.4445714424
831	0.4445226033
832	0.4444744407
833	0.4444384479
834	0.4443823484
835	0.4443322919
836	0.4442879689
837	0.4442661335
838	0.4442161722
839	0.4441695372
840	0.4441562887
841	0.4440997839
842	0.4440584876
843	0.4440003832
844	0.4439443753
845	0.4439071336
846	0.4438670582
847	0.4438251171
848	0.443784008
849	0.443730856
850	0.443650758
851	0.4436044001
852	0.4435495034
853	0.4434745224
854	0.4434175413
855	0.4433632171
856	0.4433140322
857	0.4432628649
858	0.4432133372
859	0.4431718513
860	0.4431172385
861	0.4430608876
862	0.4429918397
863	0.4429201847
864	0.4428613329
865	0.4428066617
866	0.4427460707
867	0.442703121
868	0.4426372388
869	0.4425900466
870	0.4425266352
871	0.4424588553
872	0.4424272038
873	0.4423938548
874	0.4423438794
875	0.442306919
876	0.4422761512
877	0.4422167508
878	0.4421798743
879	0.4421363563
880	0.4420863604
881	0.4420603246
882	0.4420120873
883	0.4419788806
884	0.4419239239
885	0.4418741949
886	0.4418302839
887	0.4417670221
888	0.4417150697
889	0.441652343
890	0.4416199861
891	0.441583045
892	0.4415380246
893	0.4415035235
894	0.4414545787
895	0.4414016136
896	0.4413709512
897	0.4413186153
898	0.4412877521
899	0.4412293545
900	0.4411565482
901	0.4411291363
902	0.4410499919
903	0.4410082996
904	0.4409617774
905	0.4408965985
906	0.4408388093
907	0.4407868407
908	0.4407353386
909	0.4406994942
910	0.4406494856
911	0.4406121014
912	0.4405528031
913	0.4405085443
914	0.4404626003
915	0.4404078836
916	0.4403570336
917	0.4402958452
918	0.4402484981
919	0.4401974409
920	0.4401385578
921	0.4401025164
922	0.4400525303
923	0.4400148605
924	0.4399699811
925	0.4399395035
926	0.4398952475
927	0.4398458717
928	0.4397713995
929	0.4397223362
930	0.4396502466
931	0.4396145106
932	0.4395593848
933	0.4395102364
934	0.4394547206
935	0.439382838
936	0.4393320507
937	0.4392930865
938	0.4392297216
939	0.4391798604
940	0.439120533
941	0.4390618771
942	0.4390087518
943	0.4389780076
944	0.4389268784
945	0.4388739478
946	0.4388230465
947	0.4387686998
948	0.4387056719
949	0.4386385548
950	0.4385943997
951	0.4385530001
952	0.4385024331
953	0.4384262407
954	0.4383987821
955	0.4383529747
956	0.4382944346
957	0.4382536364
958	0.4382112553
959	0.4381662075
960	0.4381237889
961	0.4380889849
962	0.4380293519
963	0.4379978151
964	0.4379609301
965	0.4379085857
966	0.4378508363
967	0.4377976939
968	0.4377346518
969	0.4376742552
970	0.4376446909
971	0.4375947236
972	0.4375509221
973	0.4375034379
974	0.4374621373
975	0.4374171347
976	0.4373480404
977	0.4372973436
978	0.4372306831
979	0.4371637587
980	0.4371132343
981	0.4370588907
982	0.4369966446
983	0.4369585303
984	0.4368911515
985	0.4368236497
986	0.436782335
987	0.4367274419
988	0.4366912415
989	0.4366292889
990	0.4365812555
991	0.4365333281
992	0.436485161
993	0.4364185481
994	0.4363691008
995	0.4363201712
996	0.4362822107
997	0.4362060692
998	0.4361663842
999	0.4361130773
1000	0.4360404833
1001	0.4360127269
1002	0.4359576362
1003	0.4358883555
1004	0.4358316792
1005	0.4357626979
1006	0.4356955376
1007	0.4356530078
1008	0.4355793228
1009	0.4355425147
1010	0.4355027178
1011	0.4354549091
1012	0.4354303958
1013	0.4353734516
1014	0.435325184
1015	0.4352770732
1016	0.4352068879
1017	0.4351690518
1018	0.4351327407
1019	0.4350812633
1020	0.4350085112
1021	0.4349575127
1022	0.434895294
1023	0.4348547808
1024	0.4348021816
1025	0.4347417728
1026	0.4346855877
1027	0.4346234566
1028	0.4345649442
1029	0.4344849746
1030	0.4344338094
1031	0.4343823879
1032	0.4343289549
1033	0.4342510999
1034	0.4341768661
1035	0.4341221162
1036	0.4340605978
1037	0.4339983858
1038	0.4339235536
1039	0.4338794522
1040	0.4338342136
1041	0.4337837816
1042	0.4337295659
1043	0.433688931
1044	0.4336305617
1045	0.4335873466
1046	0.4335290554
1047	0.4334779826
1048	0.4334437302
1049	0.4333802565
1050	0.4333227188
1051	0.4332684576
1052	0.4332189165
1053	0.4331663272
1054	0.4331105334
1055	0.4330511626
1056	0.4330171249
1057	0.4329677109
1058	0.4329424804
1059	0.4329031672
1060	0.432860299
1061	0.4327899081
1062	0.4327350557
1063	0.4326779659
1064	0.4326277756
1065	0.4325928801
1066	0.4325405238
1067	0.4324837027
1068	0.4324301907
1069	0.4323785352
1070	0.4323271584
1071	0.4322792314
1072	0.4322343132
1073	0.4321460282
1074	0.4320691411
1075	0.4320152331
1076	0.4319710551
1077	0.4319286159
1078	0.4318947969
1079	0.4318400106
1080	0.4317787061
1081	0.4317581696
1082	0.4317198506
1083	0.4316635103
1084	0.4315973586
1085	0.4315664634
1086	0.4315050022
1087	0.431416383
1088	0.4313509623
1089	0.4312966153
1090	0.4312365763
1091	0.431191509
1092	0.4311633123
1093	0.4311013221
1094	0.4310386544
1095	0.4309897361
1096	0.430952618
1097	0.4308935791
1098	0.4308479726
1099	0.4308234675
1100	0.430752886
1101	0.4307048228
1102	0.4306335377
1103	0.4305849482
1104	0.4305071168
1105	0.4304497288
1106	0.430395151
1107	0.4303365807
1108	0.4302835053
1109	0.4302037442
1110	0.4301538773
1111	0.430109087
1112	0.4300851709
1113	0.4300211988
1114	0.4299475825
1115	0.4299064109
1116	0.4298583102
1117	0.4297879171
1118	0.429735915
1119	0.4296851771
1120	0.4296432117
1121	0.4295904469
1122	0.4295362183
1123	0.4294869618
1124	0.4294256469
1125	0.429390635
1126	0.4293461189
1127	0.4292719445
1128	0.4292281938
1129	0.4291628051
1130	0.4291024916
1131	0.4290470605
1132	0.4289925584
1133	0.4289162329
1134	0.428865761
1135	0.4287836178
1136	0.4287240498
1137	0.4286906392
1138	0.4286289325
1139	0.4286025733
1140	0.4285292942
1141	0.4284674963
1142	0.4283862611
1143	0.4283322755
1144	0.428280185
1145	0.428229661
1146	0.4281674274
1147	0.4281040463
1148	0.4280374394
1149	0.4279958038
1150	0.4279243759
1151	0.4278865913
1152	0.4278381338
1153	0.4278084122
1154	0.4277556126
1155	0.4276908562
1156	0.4276608406
1157	0.4275932917
1158	0.4275428453
1159	0.4274937813
1160	0.4274420808
1161	0.4273956208
1162	0.4273551201
1163	0.4272757786
1164	0.4272558563
1165	0.4271993143
1166	0.4271472943
1167	0.4270738801
1168	0.42702867
1169	0.4269597957
1170	0.4268977653
1171	0.4268406288
1172	0.426772798
1173	0.426725784
1174	0.4266550041
1175	0.4266006131
1176	0.4265360912
1177	0.4264690147
1178	0.4263940544
1179	0.4263225017
1180	0.426270335
1181	0.4262332129
1182	0.4261565193
1183	0.426107619
1184	0.4260571847
1185	0.4259966644
1186	0.4259486863
1187	0.4259351917
1188	0.4259001634
1189	0.4258462275
1190	0.4257908135
1191	0.4257434886
1192	0.4256936974
1193	0.4256463261
1194	0.4255951618
1195	0.425548857
1196	0.4254998793
1197	0.4254208656
1198	0.4253716582
1199	0.4253201119
1200	0.4252607792
1201	0.4252113113
1202	0.4251546296
1203	0.4250823599
1204	0.4250027096
1205	0.4249744273
1206	0.4249267872
1207	0.4248576818
1208	0.424796079
1209	0.4247517062
1210	0.4247033992
1211	0.4246629099
1212	0.4245957887
1213	0.4245261131
1214	0.4244672
1215	0.4244164212
1216	0.4243383541
1217	0.4242901864
1218	0.4242316376
1219	0.4241815755
1220	0.4241379443
1221	0.4240937992
1222	0.42402813
1223	0.4239781548
1224	0.4239129559
1225	0.4238592929
1226	0.4237770224
1227	0.4236973088
1228	0.4236609196
1229	0.4236214806
1230	0.4235801076
1231	0.4235330451
1232	0.423483147
1233	0.4234346319
1234	0.4233894517
1235	0.4233365462
1236	0.4232819111
1237	0.4232261107
1238	0.4231642275
1239	0.4231059843
1240	0.4230623336
1241	0.423017476
1242	0.4229526166
1243	0.4229071159
1244	0.4228700232
1245	0.4228365471
1246	0.4227883288
1247	0.4227495214
1248	0.422705074
1249	0.4226542141
1250	0.4225911459
1251	0.422534197
1252	0.4224863569
1253	0.4224333108
1254	0.4223641119
1255	0.4222991994
1256	0.4222307895
1257	0.4221791745
1258	0.4221229964
1259	0.4220516822
1260	0.4219879684
1261	0.4219275347
1262	0.4218882748
1263	0.421871204
1264	0.4218149441
1265	0.4217826101
1266	0.421734059
1267	0.4216837261
1268	0.4216321182
1269	0.421602157
1270	0.4215663601
1271	0.4215011371
1272	0.4214663087
1273	0.421404536
1274	0.4213444195
1275	0.4213112968
1276	0.4212627744
1277	0.4211976512
1278	0.4211507841
1279	0.4210634207
1280	0.4210021747
1281	0.4209567476
1282	0.4208820309
1283	0.4208138347
1284	0.4207635116
1285	0.4207101934
1286	0.4206546743
1287	0.4205888307
1288	0.4205117196
1289	0.420460916
1290	0.4204103057
1291	0.4203477647
1292	0.4202938935
1293	0.4202374493
1294	0.4201730443
1295	0.4201013089
1296	0.4200484245
1297	0.4199969681
1298	0.4199457466
1299	0.4198738649
1300	0.4198300791
1301	0.4197680417
1302	0.4197028719
1303	0.4196607022
1304	0.4196439743
1305	0.4195974592
1306	0.4195411587
1307	0.4195053336
1308	0.4194457448
1309	0.419374197
1310	0.4193148221
1311	0.4192569534
1312	0.4192014624
1313	0.4191463764
1314	0.4191117547
1315	0.4190619107
1316	0.4190170108
1317	0.4189616601
1318	0.4189046834
1319	0.4188695641
1320	0.4188607016
1321	0.4187985838
1322	0.4187289571
1323	0.4186687379
1324	0.4185920948
1325	0.4185344546
1326	0.4185202992
1327	0.4184730246
1328	0.4184380993
1329	0.4183898199
1330	0.4183347774
1331	0.4182690899
1332	0.4182103699
1333	0.4181668547
1334	0.418089177
1335	0.4180240456
1336	0.417964945
1337	0.4179070678
1338	0.4178596792
1339	0.4178014462
1340	0.417743039
1341	0.4176873725
1342	0.4176358983
1343	0.4175683163
1344	0.4175401064
1345	0.4174988181
1346	0.4174566219
1347	0.4173939194
1348	0.4173289419
1349	0.4172649332
1350	0.4172103176
1351	0.417152628
1352	0.4171029734
1353	0.4170407208
1354	0.416978452
1355	0.4169107805
1356	0.4168541368
1357	0.4168313252
1358	0.4167761424
1359	0.4167298545
1360	0.4166629358
1361	0.4166094553
1362	0.4165391683
1363	0.416491588
1364	0.4164339714
1365	0.4163824817
1366	0.4163266106
1367	0.416255665
1368	0.4162405032
1369	0.4162004316
1370	0.4161304594
1371	0.4160716978
1372	0.4160079961
1373	0.4159954272
1374	0.4159355413
1375	0.4159233317
1376	0.4158699612
1377	0.4158261123
1378	0.4157676572
1379	0.4156925168
1380	0.4156361504
1381	0.4155835083
1382	0.4155177054
1383	0.4154684418
1384	0.4154105057
1385	0.4153623267
1386	0.4152811637
1387	0.4152108821
1388	0.4151544677
1389	0.4150968288
1390	0.4150664956
1391	0.415007027
1392	0.4149683293
1393	0.414924453
1394	0.41486549
1395	0.4148138289
1396	0.4147693811
1397	0.4147344927
1398	0.414669588
1399	0.4146423729
1400	0.4145780124
1401	0.4145343579
1402	0.4145092116
1403	0.4144725233
1404	0.4144077487
1405	0.4143467524
1406	0.4142988601
1407	0.4142335686
1408	0.4141590067
1409	0.4140797567
1410	0.4140328221
1411	0.413966683
1412	0.4138831392
1413	0.4138465119
1414	0.4137709869
1415	0.413723914
1416	0.4136705471
1417	0.4136126831
1418	0.4135446138
1419	0.4135083322
1420	0.4134509923
1421	0.4133942705
1422	0.4133356435
1423	0.4132883851
1424	0.413259753
1425	0.4132514914
1426	0.4131866769
1427	0.4131252098
1428	0.4130598156
1429	0.413003923
1430	0.4129531474
1431	0.4128902332
1432	0.4128429286
1433	0.4128029498
1434	0.4127511195
1435	0.4126692657
1436	0.4126085906
1437	0.4125586958
1438	0.4125259106
1439	0.4124966178
1440	0.4124406413
1441	0.4123796155
1442	0.412321179
1443	0.4122657153
1444	0.4122197208
1445	0.4121811994
1446	0.412121593
1447	0.4120724696
1448	0.4120345392
1449	0.4119823018
1450	0.4119366359
1451	0.4118932907
1452	0.4118477286
1453	0.4118072534
1454	0.411759995
1455	0.4117039229
1456	0.4116367528
1457	0.4115806007
1458	0.4115399907
1459	0.4115036019
1460	0.4114450943
1461	0.4113821107
1462	0.4113210241
1463	0.4112520589
1464	0.4112026609
1465	0.4111430889
1466	0.4110732635
1467	0.4110125214
1468	0.4109611419
1469	0.4109103307
1470	0.4108458665
1471	0.4107864176
1472	0.410728301
1473	0.4106763087
1474	0.410622522
1475	0.4105718957
1476	0.4105110775
1477	0.4104528448
1478	0.4103984952
1479	0.4103365797
1480	0.4103275616
1481	0.4102679343
1482	0.4102164242
1483	0.4101648679
1484	0.4100948412
1485	0.4100419465
1486	0.4099979166
1487	0.4099463241
1488	0.4099027155
1489	0.4098340322
1490	0.4097847098
1491	0.4097361558
1492	0.4096800295
1493	0.4096212335
1494	0.4095708286
1495	0.4095620759
1496	0.4095375236
1497	0.4095316118
1498	0.409453142
1499	0.4094048424
1500	0.4093705079
1501	0.4093206381
1502	0.4092704686
1503	0.4092447292
1504	0.4091865127
1505	0.4091373122
1506	0.4090760778
1507	0.409066428
1508	0.4090269425
1509	0.4089766863
1510	0.4089122576
1511	0.4088526807
1512	0.4088109799
