iter	Passed	Remaining
1663	62892	12699
1664	62918	12659
1665	62944	12619
1666	62971	12579
1667	62998	12539
1668	63025	12499
1669	63051	12459
1670	63080	12419
1671	63106	12379
1672	63135	12340
1673	63162	12300
1674	63193	12261
1675	63222	12222
1676	63254	12183
1677	63285	12144
1678	63317	12105
1679	63350	12066
1680	63382	12027
1681	63412	11988
1682	63444	11950
1683	63477	11911
1684	63509	11872
1685	63540	11833
1686	63571	11794
1687	63606	11756
1688	63648	11719
1689	63690	11682
1690	63731	11645
1691	63772	11608
1692	63813	11571
1693	63856	11534
1694	63896	11497
1695	63939	11460
1696	63982	11424
1697	64022	11386
1698	64065	11350
1699	64107	11313
1700	64150	11276
1701	64191	11239
1702	64233	11202
1703	64276	11165
1704	64316	11128
1705	64360	11091
1706	64401	11054
1707	64444	11017
1708	64490	10981
1709	64534	10944
1710	64578	10907
1711	64622	10871
1712	64666	10834
1713	64707	10797
1714	64750	10760
1715	64792	10723
1716	64833	10685
1717	64875	10648
1718	64918	10612
1719	64961	10575
1720	65004	10538
1721	65048	10501
1722	65090	10464
1723	65132	10427
1724	65176	10390
1725	65221	10353
1726	65262	10316
1727	65308	10279
1728	65349	10242
1729	65393	10205
1730	65438	10169
1731	65482	10132
1732	65525	10095
1733	65568	10058
1734	65611	10021
1735	65656	9984
1736	65700	9947
1737	65746	9911
1738	65791	9874
1739	65835	9837
1740	65879	9800
1741	65921	9763
1742	65964	9726
1743	66006	9688
1744	66050	9652
1745	66093	9614
1746	66135	9577
1747	66178	9540
1748	66219	9503
1749	66262	9466
1750	66306	9429
1751	66349	9391
1752	66392	9354
1753	66434	9317
1754	66479	9280
1755	66524	9243
1756	66572	9207
1757	66615	9170
1758	66660	9133
1759	66704	9096
1760	66749	9059
1761	66792	9021
1762	66833	8984
1763	66876	8947
1764	66919	8909
1765	66961	8872
1766	67006	8835
1767	67053	8798
1768	67100	8762
1769	67142	8724
1770	67188	8687
1771	67233	8650
1772	67278	8613
1773	67336	8578
1774	67378	8540
1775	67426	8504
1776	67471	8467
1777	67515	8429
1778	67558	8392
1779	67601	8355
1780	67645	8317
1781	67688	8280
1782	67732	8243
1783	67776	8206
1784	67819	8168
1785	67862	8131
1786	67902	8093
1787	67947	8056
1788	67989	8018
1789	68032	7981
1790	68077	7944
1791	68121	7906
1792	68201	7873
1793	68261	7838
1794	68306	7801
1795	68352	7763
1796	68394	7726
1797	68438	7688
1798	68487	7652
1799	68531	7614
1800	68577	7577
1801	68620	7539
1802	68669	7503
1803	68715	7465
1804	68761	7428
1805	68806	7391
1806	68851	7353
1807	68895	7316
1808	68939	7278
1809	68983	7241
1810	69031	7204
1811	69074	7166
1812	69118	7129
1813	69163	7091
1814	69208	7054
1815	69256	7017
1816	69301	6979
1817	69338	6941
1818	69366	6902
1819	69391	6862
1820	69416	6823
1821	69442	6784
1822	69466	6744
1823	69489	6705
1824	69513	6665
1825	69548	6627
1826	69586	6589
1827	69610	6549
1828	69635	6510
1829	69671	6472
1830	69707	6433
1831	69732	6394
1832	69755	6355
1833	69791	6316
1834	69815	6277
1835	69850	6239
1836	69886	6201
1837	69913	6162
1838	69949	6123
1839	69973	6084
1840	70009	6046
1841	70033	6007
1842	70060	5968
1843	70097	5930
1844	70120	5890
1845	70145	5851
1846	70181	5813
1847	70204	5774
1848	70230	5735
1849	70254	5696
1850	70289	5658
1851	70325	5619
1852	70361	5581
1853	70396	5543
1854	70433	5505
1855	70458	5466
1856	70492	5428
1857	70535	5390
1858	70585	5353
1859	70629	5316
1860	70675	5278
1861	70718	5241
1862	70762	5203
1863	70805	5166
1864	70847	5128
1865	70893	5090
1866	70934	5053
1867	70975	5015
1868	71018	4977
1869	71063	4940
1870	71110	4902
1871	71154	4865
1872	71200	4827
1873	71244	4790
1874	71288	4752
1875	71333	4715
1876	71378	4677
1877	71425	4640
1878	71469	4602
1879	71513	4564
1880	71555	4526
1881	71601	4489
1882	71645	4451
1883	71687	4413
1884	71730	4376
1885	71775	4338
1886	71820	4300
1887	71865	4263
1888	71911	4225
1889	71952	4187
1890	71994	4149
1891	72037	4112
1892	72082	4074
1893	72122	4036
1894	72166	3998
1895	72209	3960
1896	72254	3923
1897	72296	3885
1898	72339	3847
1899	72381	3809
1900	72426	3771
1901	72473	3734
1902	72518	3696
1903	72562	3658
1904	72605	3620
1905	72647	3582
1906	72691	3544
1907	72731	3506
1908	72773	3469
1909	72816	3431
1910	72859	3393
1911	72902	3355
1912	72943	3317
1913	72988	3279
1914	73034	3241
1915	73078	3203
1916	73124	3166
1917	73165	3128
1918	73210	3090
1919	73257	3052
1920	73303	3014
1921	73346	2976
1922	73392	2938
1923	73437	2900
1924	73480	2862
1925	73522	2824
1926	73564	2786
1927	73606	2748
1928	73648	2710
1929	73691	2672
1930	73731	2634
1931	73774	2596
1932	73817	2558
1933	73859	2520
1934	73903	2482
1935	73944	2444
1936	73987	2406
1937	74031	2368
1938	74074	2330
1939	74117	2292
1940	74161	2254
1941	74203	2216
1942	74245	2178
1943	74288	2139
1944	74329	2101
1945	74372	2063
1946	74415	2025
1947	74461	1987
1948	74506	1949
1949	74552	1911
1950	74596	1873
1951	74638	1835
1952	74681	1797
1953	74726	1759
1954	74770	1721
1955	74812	1682
1956	74854	1644
1957	74900	1606
1958	74944	1568
1959	74992	1530
1960	75037	1492
1961	75078	1454
1962	75122	1415
1963	75164	1377
1964	75207	1339
1965	75250	1301
1966	75292	1263
1967	75333	1224
1968	75376	1186
1969	75420	1148
1970	75463	1110
1971	75509	1072
1972	75551	1033
1973	75593	995
1974	75636	957
1975	75678	919
1976	75721	880
1977	75762	842
1978	75804	804
1979	75847	766
1980	75891	727
1981	75935	689
1982	75976	651
1983	76020	613
1984	76065	574
1985	76109	536
1986	76162	498
1987	76213	460
1988	76269	421
1989	76300	383
1990	76332	345
1991	76365	306
1992	76397	268
1993	76431	229
1994	76460	191
1995	76488	153
1996	76516	114
1997	76542	76
1998	76567	38
1999	76595	0
